ENSGACG00000016217,RNF4 
ENSGACG00000016325,nudt19
ENSGACG00000016327,slc7a9 (2 of 2)
ENSGACG00000016334,zfand3
ENSGACG00000016336,MDGA1
ENSGACG00000016339,styx
ENSGACG00000016349,gnpnat1
ENSGACG00000016355,AMFR
ENSGACG00000016359,esrp2
ENSGACG00000016365,NFATC3
ENSGACG00000016367,ddx28
ENSGACG00000016368,tln2a
ENSGACG00000016394,tpma
ENSGACG00000016399,fbxo22
ENSGACG00000016404,C15orf27 (2 of 2)
ENSGACG00000016405,isl2b
ENSGACG00000016413,pstpip1b
ENSGACG00000016415,tspan3b
ENSGACG00000016430,sec11a
ENSGACG00000016438,ALPK3 (2 of 2)
ENSGACG00000016441,cry5
ENSGACG00000016444,FRMD5 (2 of 2)
ENSGACG00000016446,wdr76
ENSGACG00000016451,ctsh
ENSGACG00000016457,RASGRF1 (2 of 2)
ENSGACG00000016462,wu:fd55e03
ENSGACG00000016467,tmed3
ENSGACG00000016476,IDH2 (2 of 2)
ENSGACG00000016481,ZNF710 (2 of 2)
ENSGACG00000016484,SEMA4B (2 of 2)
ENSGACG00000016485,ELL3 (2 of 2)
ENSGACG00000016490,WDR93
ENSGACG00000016492,gnrhr2 (2 of 2)
ENSGACG00000016494,SPPL2A
ENSGACG00000016500,trpm7
ENSGACG00000016505,bcl2l10
ENSGACG00000016509,gnb5b
ENSGACG00000016512,myo5aa
ENSGACG00000016519,arpp19a
ENSGACG00000016521,fam214a
ENSGACG00000016525,onecut1
ENSGACG00000016527,unc13c
ENSGACG00000016534,igdcc4
ENSGACG00000016539,SCAMP5 (2 of 2)
ENSGACG00000016542,loxl1
ENSGACG00000016545,C15orf59
ENSGACG00000016547,cd276
ENSGACG00000016549,ubl7b
ENSGACG00000016555,ube2q1
ENSGACG00000016557,CHRNB4
ENSGACG00000016559,chrna3
ENSGACG00000016575,chrna5
ENSGACG00000016579,ugt5f1
ENSGACG00000016583,nptnb
ENSGACG00000016590,hcn4
ENSGACG00000016594,DHDH (2 of 2)
ENSGACG00000016600,pkma
ENSGACG00000016620,parp6a
ENSGACG00000016626,CELF6
ENSGACG00000016627,RPP25
ENSGACG00000016629,DPEP3
ENSGACG00000016630,slc12a4
ENSGACG00000016637,slc6a2
ENSGACG00000016648,lpcat2
ENSGACG00000016670,mmp2
ENSGACG00000016678,irx6a
ENSGACG00000016681,irx5a
ENSGACG00000016682,irx3a
ENSGACG00000016684,fto
ENSGACG00000016685,aktip
ENSGACG00000016694,chd9
ENSGACG00000016700,tox3
ENSGACG00000016702,sall1a
ENSGACG00000016705,cylda
ENSGACG00000016710,nod2
ENSGACG00000016716,nkd1
ENSGACG00000016718,brd7
ENSGACG00000016722,adcy7
ENSGACG00000016727,PAPD5
ENSGACG00000016729,heatr3
ENSGACG00000016737,cnep1r1
ENSGACG00000016741,tnfaip8l3
ENSGACG00000016742,cyp19a1a
ENSGACG00000016746,colm
ENSGACG00000016748,dmxl2
ENSGACG00000016752,slc24a5
ENSGACG00000016759,myef2
ENSGACG00000016764,CTXN2
ENSGACG00000016765,slc12a1
ENSGACG00000016770,dut
ENSGACG00000016773,FBN1
ENSGACG00000016784,SHC4
ENSGACG00000016786,SECISBP2L
ENSGACG00000016790,cops2
ENSGACG00000016807,fgf7
ENSGACG00000016809,dtwd1
ENSGACG00000016813,si:ch1073-139a18.1
ENSGACG00000016834,spata5l1
ENSGACG00000016836,slc30a4
ENSGACG00000016843,bloc1s6
ENSGACG00000016845,mibp2
ENSGACG00000016853,HAPLN3 (2 of 2)
ENSGACG00000016860,mfge8a
ENSGACG00000016866,abhd2a
ENSGACG00000016871,rlbp1a
ENSGACG00000016873,slc39a1
ENSGACG00000016875,TMEM208
ENSGACG00000016878,smad6a
ENSGACG00000016882,SMAD3 (2 of 2)
ENSGACG00000016884,map2k5
ENSGACG00000016891,skor1a
ENSGACG00000016894,PIAS1 (2 of 2)
ENSGACG00000016895,rxfp3.3a3
ENSGACG00000016909,UACA
ENSGACG00000016913,gro1
ENSGACG00000016920,kif23 (2 of 2)
ENSGACG00000016926,paqr5a
ENSGACG00000016931,glcea
ENSGACG00000016932,anp32a
ENSGACG00000016936,coro2ba
ENSGACG00000016944,itga11a
ENSGACG00000016953,ADAMTS7
ENSGACG00000016957,calml4b
ENSGACG00000016961,cln6a
ENSGACG00000016966,chrna7
ENSGACG00000016986,trip4
ENSGACG00000016992,znf609
ENSGACG00000016994,gramd2a
ENSGACG00000016997,senp8
ENSGACG00000017000,myo9ab (2 of 2)
ENSGACG00000017012,scamp2l
ENSGACG00000017021,bbs4
ENSGACG00000017030,neo1
ENSGACG00000017034,snx1b
ENSGACG00000017038,csnk1g1
ENSGACG00000017042,rps17
ENSGACG00000017046,SLC24A1 (2 of 2)
ENSGACG00000017047,PTPLAD1 (2 of 2)
ENSGACG00000017056,slc22a18
ENSGACG00000017060,NR2E3 (2 of 2)
ENSGACG00000017063,STRA6 (2 of 2)
ENSGACG00000017072,ISLR2 (2 of 2)
ENSGACG00000017073,mpped2a
ENSGACG00000017075,zdhhc13
ENSGACG00000017082,csrp3
ENSGACG00000017086,e2f8
ENSGACG00000017087,NAV2
ENSGACG00000017092,htatip2
ENSGACG00000017094,prmt3
ENSGACG00000017096,slc6a5
ENSGACG00000017098,NELL1
ENSGACG00000022624,SNORD67
ENSGACG00000022663,SNORD67
ENSGACG00000022664,SNORD67
ENSGACG00000017100,LRP4
ENSGACG00000017105,A3GALT2 (2 of 2)
ENSGACG00000017110,MAPK8IP1 (2 of 2)
ENSGACG00000017115,chst1
ENSGACG00000017116,slc35c1
ENSGACG00000017121,slc1a2a
ENSGACG00000017125,apip
ENSGACG00000017129,LRRC4C (2 of 2)
ENSGACG00000017131,hsd17b12b
ENSGACG00000017137,TTC17
ENSGACG00000017142,traf6
ENSGACG00000017149,trpm5
ENSGACG00000017155,kcnq1
ENSGACG00000017157,lingo1b
ENSGACG00000017158,luzp2 (1 of 2)
ENSGACG00000017159,luzp2 (2 of 2)
ENSGACG00000017161,FIBIN (2 of 2)
ENSGACG00000017162,bbox1
ENSGACG00000017165,madd
ENSGACG00000017167,nr1h3
ENSGACG00000017168,arl14ep
ENSGACG00000017169,cd151l
ENSGACG00000017171,TMEM138 (2 of 2)
ENSGACG00000017175,TTC18
ENSGACG00000017182,ddb1
ENSGACG00000017200,taldo1
ENSGACG00000017236,sin3ab
ENSGACG00000017240,acana
ENSGACG00000017243,CDHR5 (2 of 2)
ENSGACG00000017247,ctsd
ENSGACG00000017254,adra2db
ENSGACG00000017267,arfgap2
ENSGACG00000017273,pex16
ENSGACG00000017279,cars
ENSGACG00000017292,ccnb2 (1 of 2)
ENSGACG00000017296,DENND4A (2 of 2)
ENSGACG00000017297,HERC1 (1 of 2)
ENSGACG00000017302,HERC1 (2 of 2)
ENSGACG00000017307,dapk2
ENSGACG00000017310,SH2D7
ENSGACG00000017313,MEGF11 (2 of 2)
ENSGACG00000017315,dis3l
ENSGACG00000017319,socs4
ENSGACG00000017321,wdhd1
ENSGACG00000017325,gch1
ENSGACG00000017331,samd4a
ENSGACG00000017333,pacsin3
ENSGACG00000017337,GLG1 (2 of 2)
ENSGACG00000017338,tnni2b.1
ENSGACG00000017339,aph1b
ENSGACG00000017343,OTOG
ENSGACG00000017350,myod1 (2 of 2)
ENSGACG00000017352,TNNT3 (2 of 2)
ENSGACG00000017356,FOXR1
ENSGACG00000017358,atp6v0d1
ENSGACG00000017381,c1qtnf4
ENSGACG00000017384,ndufs3
ENSGACG00000017391,ptpmt1
ENSGACG00000017394,prc1b
ENSGACG00000017403,vps33b
ENSGACG00000017413,hddc3
ENSGACG00000017419,mfap1
ENSGACG00000017423,hypk
ENSGACG00000017426,SERINC4
ENSGACG00000017432,ADAMTSL5
ENSGACG00000017436,crtc3
ENSGACG00000017438,iqgap1
ENSGACG00000017445,cdkn2aip
ENSGACG00000017448,tubgcp4
ENSGACG00000017453,TP53BP1
ENSGACG00000017459,map1aa
ENSGACG00000017465,PPIP5K1 (2 of 3)
ENSGACG00000017468,PPIP5K1 (3 of 3)
ENSGACG00000017469,slc25a44b
ENSGACG00000017471,psma4 (2 of 2)
ENSGACG00000017472,rbpms2b
ENSGACG00000017476,cpeb1b
ENSGACG00000017479,cd82a
ENSGACG00000017487,ccnb2 (2 of 2)
ENSGACG00000017488,suv420h1
ENSGACG00000017490,pole3
ENSGACG00000017491,rpl12
ENSGACG00000022798,SNORA65
ENSGACG00000017498,KCNG4 (3 of 3)
ENSGACG00000017500,GABARAPL2 (2 of 2)
ENSGACG00000017506,nqo1
ENSGACG00000017508,trpm1a (1 of 2)
ENSGACG00000017511,trpm1a (2 of 2)
ENSGACG00000017512,tppp3
ENSGACG00000017513,ZDHHC1
ENSGACG00000017514,hsd11b2
ENSGACG00000017516,cib2 (2 of 2)
ENSGACG00000017520,IDH3A (2 of 2)
ENSGACG00000017523,plekhg4
ENSGACG00000017527,slc9a5
ENSGACG00000017531,FHOD1
ENSGACG00000017539,cebpg
ENSGACG00000017544,gpatch1
ENSGACG00000017547,wdr59
ENSGACG00000017552,nob1
ENSGACG00000017562,cog8
ENSGACG00000017570,katnb1
ENSGACG00000017572,kifc3
ENSGACG00000017581,cngb1a
ENSGACG00000017591,anxa2b
ENSGACG00000017597,foxb1b
ENSGACG00000017600,gtf2a2
ENSGACG00000017603,rnmt
ENSGACG00000017613,PPFIA1
ENSGACG00000017616,si:ch1073-450f2.1
ENSGACG00000017622,si:ch211-220f16.2
ENSGACG00000017625,guca1g
ENSGACG00000017627,rassf7b
ENSGACG00000017631,si:ch211-288d18.1
ENSGACG00000017634,si:ch211-71n6.4
ENSGACG00000017635,gyltl1b
ENSGACG00000017639,GPN1
ENSGACG00000017645,VPS13C
ENSGACG00000017661,agrp
ENSGACG00000017663,ctrb1
ENSGACG00000017678,zgc:112160
ENSGACG00000015888,rbpja
ENSGACG00000015890,HGSNAT
ENSGACG00000015891,DCTN6 (1 of 2)
ENSGACG00000015893,gtf2e2
ENSGACG00000015899,SMIM18
ENSGACG00000015905,inadl (1 of 2)
ENSGACG00000015912,tyrp1b
ENSGACG00000015921,ptprdb
ENSGACG00000015922,KDM4C
ENSGACG00000015925,fbxo10
ENSGACG00000015927,smc2
ENSGACG00000015939,clock3
ENSGACG00000015944,kitb
ENSGACG00000015946,fip1l1b
ENSGACG00000015950,chic2
ENSGACG00000015951,ociad1
ENSGACG00000015959,slc34a2a
ENSGACG00000015962,ERP27
ENSGACG00000015964,pde6h (1 of 2)
ENSGACG00000015966,pde6h (2 of 2)
ENSGACG00000015968,rbfox2
ENSGACG00000015971,emp1 (2 of 2)
ENSGACG00000015974,F8A2
ENSGACG00000015979,grin2bb
ENSGACG00000015988,3-Sep
ENSGACG00000015996,serhl
ENSGACG00000015999,pane1
ENSGACG00000016004,C7orf55-LUC7L2
ENSGACG00000016011,smdt1
ENSGACG00000016012,TRIOBP (2 of 2)
ENSGACG00000016015,KCNJ4 (2 of 2)
ENSGACG00000016017,sox10 (2 of 2)
ENSGACG00000016019,rnaseh2a
ENSGACG00000016026,mast1a
ENSGACG00000016029,atg4da
ENSGACG00000016033,SMARCA4 (2 of 2)
ENSGACG00000016046,pcdh7a
ENSGACG00000016047,crmp1
ENSGACG00000016048,wfs1a
ENSGACG00000016052,ppp2r2c
ENSGACG00000016056,PDE5A (3 of 3)
ENSGACG00000016057,C4orf27
ENSGACG00000016063,ANK2 (2 of 2)
ENSGACG00000016075,camk2d2
ENSGACG00000016086,FBXO10
ENSGACG00000016087,polr1e
ENSGACG00000016092,ZBTB5
ENSGACG00000016093,grhprb
ENSGACG00000016096,UBA6
ENSGACG00000016100,POLQ
ENSGACG00000016107,ptpn9b
ENSGACG00000016109,adamtsl7
ENSGACG00000016110,melk
ENSGACG00000016112,pax5
ENSGACG00000016117,zcchc7
ENSGACG00000016119,pgm2
ENSGACG00000016125,tbc1d1
ENSGACG00000016135,klf3
ENSGACG00000016136,fam114a1
ENSGACG00000016141,klhl5
ENSGACG00000016145,wdr19
ENSGACG00000016149,rfc1
ENSGACG00000016153,rpl9
ENSGACG00000016165,lias
ENSGACG00000016178,ugdh
ENSGACG00000016181,map9
ENSGACG00000016184,ube2kb
ENSGACG00000016187,pds5a
ENSGACG00000016192,rhoh
ENSGACG00000016193,chrna9
ENSGACG00000016194,zgc:172090
ENSGACG00000016195,DRD5 (2 of 2)
ENSGACG00000016196,slit2
ENSGACG00000016201,LCORL
ENSGACG00000016204,ncapg
ENSGACG00000016208,GSG2
ENSGACG00000016213,apbb2b
ENSGACG00000016219,NSUN7
ENSGACG00000016223,RBM47
ENSGACG00000016229,si:ch211-113e8.11
ENSGACG00000016250,si:ch211-89o9.6
ENSGACG00000016254,dok1a
ENSGACG00000016263,si:dkey-9i23.11
ENSGACG00000016265,si:dkey-9i23.15 (1 of 2)
ENSGACG00000016266,tmem176
ENSGACG00000016269,VPS37C
ENSGACG00000016272,TMEM132A
ENSGACG00000016274,rin2
ENSGACG00000016278,slc24a3 (2 of 2)
ENSGACG00000016291,dtd1
ENSGACG00000016293,col17a1a
ENSGACG00000016303,slkb
ENSGACG00000016306,obfc1
ENSGACG00000016310,sh3pxd2aa
ENSGACG00000016316,neurl1aa
ENSGACG00000016319,SORCS3 (2 of 2)
ENSGACG00000016322,SORCS1 (2 of 2)
ENSGACG00000016324,RPS6KB2
ENSGACG00000016328,DTX4 (1 of 2)
ENSGACG00000016335,slc43a1b
ENSGACG00000016342,si:dkey-28b4.8
ENSGACG00000016347,p2rx3b
ENSGACG00000016361,zdhhc5a
ENSGACG00000016364,tmx2b
ENSGACG00000016374,TESK1 (1 of 2)
ENSGACG00000016375,C20orf27 (1 of 2)
ENSGACG00000016377,btr01
ENSGACG00000016379,matr3l1.1
ENSGACG00000016382,ZNF638
ENSGACG00000016383,naf1
ENSGACG00000016386,vegfc
ENSGACG00000016390,tenm3
ENSGACG00000016400,dctd
ENSGACG00000016412,fbxo8
ENSGACG00000016418,hand2
ENSGACG00000016420,STX3 (1 of 2)
ENSGACG00000016421,kdm2aa
ENSGACG00000016427,spcs3
ENSGACG00000016436,galnt7
ENSGACG00000016440,tmem66
ENSGACG00000016442,ndufs8b
ENSGACG00000016448,patl1
ENSGACG00000016455,FGL1 (1 of 2)
ENSGACG00000016459,MTUS1 (1 of 2)
ENSGACG00000016465,mtmr7b
ENSGACG00000016475,pmm2
ENSGACG00000016482,hmgb2a
ENSGACG00000016493,wdr17
ENSGACG00000016499,HPGD
ENSGACG00000016502,elfn1b
ENSGACG00000016504,mad1l1
ENSGACG00000016508,ttyh3b
ENSGACG00000016515,iqce
ENSGACG00000016520,si:ch211-160d14.1
ENSGACG00000016526,plk1
ENSGACG00000016530,rdh8b
ENSGACG00000016535,col5a3b
ENSGACG00000016561,olfm2b
ENSGACG00000016566,TRIP10 (2 of 2)
ENSGACG00000016568,SH2D3A
ENSGACG00000016580,VAV1
ENSGACG00000016584,UBL5
ENSGACG00000016585,pin1
ENSGACG00000016589,vap
ENSGACG00000016593,ACTG1 (2 of 2)
ENSGACG00000016604,fbxl18
ENSGACG00000016607,ptcd1
ENSGACG00000016610,zgc:112980
ENSGACG00000016613,smcr8b
ENSGACG00000016616,mief2
ENSGACG00000016621,alkbh5
ENSGACG00000016622,myo15ab
ENSGACG00000016632,grin2ab
ENSGACG00000016635,zgc:77849
ENSGACG00000016636,abcg2b
ENSGACG00000016638,arpc1a
ENSGACG00000016657,arpc1b
ENSGACG00000016661,mmd2b
ENSGACG00000016663,radil
ENSGACG00000016666,foxk1
ENSGACG00000016669,cyp3a65 (1 of 3)
ENSGACG00000016687,cyp3a65 (2 of 3)
ENSGACG00000016696,cyp3a65 (3 of 3)
ENSGACG00000016703,GPANK1
ENSGACG00000016711,sdk1b
ENSGACG00000016723,gna12a
ENSGACG00000016726,ern2
ENSGACG00000016733,chst12b
ENSGACG00000016738,eif3bb
ENSGACG00000022329,SNORD60
ENSGACG00000016753,brat1
ENSGACG00000016754,grapb
ENSGACG00000016758,SLC5A10
ENSGACG00000016760,FAM83G
ENSGACG00000016762,chtf18
ENSGACG00000016767,gng13a
ENSGACG00000022901,SNORD60
ENSGACG00000022845,SNORD60
ENSGACG00000022796,SNORD60
ENSGACG00000022764,SNORD60
ENSGACG00000016769,CASKIN1 (2 of 2)
ENSGACG00000016774,socs1b
ENSGACG00000016775,prkcba
ENSGACG00000016777,cacng3a
ENSGACG00000016780,rbbp6 (1 of 2)
ENSGACG00000016781,rbbp6 (2 of 2)
ENSGACG00000016785,cacna1hb
ENSGACG00000016792,syngr3a
ENSGACG00000016797,PDILT
ENSGACG00000016800,pdia2
ENSGACG00000016806,si:ch211-208h7.4
ENSGACG00000016812,mnd1
ENSGACG00000016815,trim2a
ENSGACG00000016826,fhdc1
ENSGACG00000016827,arfip1
ENSGACG00000016832,fam193a
ENSGACG00000016837,TNIP2
ENSGACG00000016839,sfrp2
ENSGACG00000016846,DCHS2
ENSGACG00000016851,plrg1
ENSGACG00000016857,fgg
ENSGACG00000016861,LRAT
ENSGACG00000016863,pdlim3a
ENSGACG00000016870,sorbs2a
ENSGACG00000016874,tlr3
ENSGACG00000016880,mtnr1aa
ENSGACG00000016881,fat1a
ENSGACG00000016888,FRG1
ENSGACG00000016899,asah1b
ENSGACG00000016941,pcm1
ENSGACG00000016951,sart1
ENSGACG00000016955,osbp
ENSGACG00000016960,casp3a
ENSGACG00000016962,stox2a
ENSGACG00000016964,tll1
ENSGACG00000016968,cpe
ENSGACG00000016984,msmo1
ENSGACG00000016987,klhl2
ENSGACG00000016989,med28
ENSGACG00000016990,lap3
ENSGACG00000017033,CLRN2
ENSGACG00000017035,tapt1b
ENSGACG00000017039,prom1b
ENSGACG00000017044,anxa5b
ENSGACG00000017099,uchl1
ENSGACG00000017130,tmem192
ENSGACG00000017133,1-Mar
ENSGACG00000017134,tma16
ENSGACG00000017136,tmem154
ENSGACG00000017141,DCTPP1
ENSGACG00000017143,pet112
ENSGACG00000017145,fam160a1
ENSGACG00000017147,sh3d19
ENSGACG00000017164,rps3a
ENSGACG00000017172,lrba
ENSGACG00000017185,mab21l2
ENSGACG00000017187,dclk2
ENSGACG00000017193,nr3c2
ENSGACG00000017201,arhgap10
ENSGACG00000017206,prmt10
ENSGACG00000017214,tmem184c
ENSGACG00000017219,ednraa
ENSGACG00000017221,pou4f2
ENSGACG00000017223,lsm6
ENSGACG00000017225,znf827
ENSGACG00000017228,mmaa
ENSGACG00000017230,smad1
ENSGACG00000017231,hhip
ENSGACG00000017233,frem3
ENSGACG00000017238,smarca5
ENSGACG00000017248,USP38
ENSGACG00000017250,gab1
ENSGACG00000017255,inpp4b
ENSGACG00000017271,il-15
ENSGACG00000017274,znf330
ENSGACG00000017275,rnf150a
ENSGACG00000017277,tbc1d9
ENSGACG00000017283,ucp1
ENSGACG00000017291,elmod2
ENSGACG00000017299,zgc:154142
ENSGACG00000017308,fam13a
ENSGACG00000017317,herc3
ENSGACG00000017322,ppm1k
ENSGACG00000017328,abcg2d
ENSGACG00000017335,pkd2
ENSGACG00000017342,g3bp2
ENSGACG00000017347,uso1
ENSGACG00000017366,coro2a
ENSGACG00000017371,anp32b
ENSGACG00000017375,C9orf156
ENSGACG00000017386,foxe1
ENSGACG00000017387,sh3gl2
ENSGACG00000017390,cntln
ENSGACG00000017398,bnc2
ENSGACG00000017401,psip1
ENSGACG00000017405,snapc3
ENSGACG00000017412,TTC39B (3 of 3)
ENSGACG00000017429,dnajb14
ENSGACG00000017439,pla2g12a
ENSGACG00000017443,casp6l1
ENSGACG00000017450,CCDC109B (2 of 2)
ENSGACG00000017458,lef1
ENSGACG00000017462,cyp2u1
ENSGACG00000017492,sgms2
ENSGACG00000017494,papss1
ENSGACG00000017496,dkk2
ENSGACG00000017501,aimp1
ENSGACG00000017502,tbck
ENSGACG00000017519,npnt
ENSGACG00000017529,gstcd
ENSGACG00000017536,ints12
ENSGACG00000017541,ARHGEF38 (1 of 2)
ENSGACG00000017545,ARHGEF38 (2 of 2)
ENSGACG00000017548,ppa2
ENSGACG00000017550,tet2
ENSGACG00000017555,cxxc4
ENSGACG00000017556,CDKN2B
ENSGACG00000017558,mtap
ENSGACG00000017571,toporsa
ENSGACG00000017573,ndufb6
ENSGACG00000017579,prelid1b
ENSGACG00000017587,MXD4
ENSGACG00000017596,WBP1 (2 of 2)
ENSGACG00000017601,pdcd4a
ENSGACG00000017608,mogs
ENSGACG00000017612,EGR4
ENSGACG00000017614,fbxo41
ENSGACG00000017615,smox
ENSGACG00000017626,rnf24
ENSGACG00000017630,CCDC86
ENSGACG00000017633,glb1
ENSGACG00000017636,CLDND1 (1 of 2)
ENSGACG00000017646,acy3.2
ENSGACG00000017653,tacr3l (1 of 2)
ENSGACG00000017657,si:ch211-145b13.6
ENSGACG00000017658,primpol
ENSGACG00000017662,acsl1a
ENSGACG00000017707,helt
ENSGACG00000017708,slc25a4
ENSGACG00000017760,zgc:85910
ENSGACG00000017761,ufsp2
ENSGACG00000017767,gucy1a3
ENSGACG00000017771,gucy1b3
ENSGACG00000017790,FABP2 (1 of 2)
ENSGACG00000017796,usp53b
ENSGACG00000017804,myoz2b
ENSGACG00000017809,psmd5
ENSGACG00000017814,si:ch211-183f23.2
ENSGACG00000017826,dhx15 (1 of 2)
ENSGACG00000017840,sod3b
ENSGACG00000017841,ccdc149b
ENSGACG00000017845,lgi2b
ENSGACG00000017850,mtp
ENSGACG00000017858,tspan5b
ENSGACG00000017860,ACER2
ENSGACG00000017861,rps6
ENSGACG00000017872,SMU1 (2 of 2)
ENSGACG00000017879,dnaja1
ENSGACG00000017887,aptx
ENSGACG00000017892,sparcl1
ENSGACG00000017898,odam
ENSGACG00000017900,CNGA1 (2 of 2)
ENSGACG00000017903,tacr3l (2 of 2)
ENSGACG00000017906,bdh2
ENSGACG00000017922,si:dkey-162b23.4
ENSGACG00000017930,cisd2
ENSGACG00000017932,suclg1
ENSGACG00000017985,ctnna2
ENSGACG00000017992,lrrtm1
ENSGACG00000017994,adra1d
ENSGACG00000018009,mettl14
ENSGACG00000018013,prss12
ENSGACG00000018022,ndst3
ENSGACG00000018024,UGT8
ENSGACG00000018028,spock3
ENSGACG00000018031,slc44a1a
ENSGACG00000018034,DLC1
ENSGACG00000018037,lonrf1l
ENSGACG00000018047,cabp4
ENSGACG00000018051,doc2d
ENSGACG00000018054,serping1
ENSGACG00000018056,tmem134
ENSGACG00000018060,aip
ENSGACG00000018065,cdk2ap2
ENSGACG00000018066,GPR83
ENSGACG00000018070,ankrd49
ENSGACG00000018071,gria2a
ENSGACG00000018088,si:ch211-209n20.57
ENSGACG00000018090,eef1a1a
ENSGACG00000018097,kcnq5b
ENSGACG00000018104,RIMS1 (2 of 2)
ENSGACG00000018108,zgc:92061
ENSGACG00000018110,KRT222
ENSGACG00000018111,TNS4
ENSGACG00000018112,ccr7
ENSGACG00000018114,SMARCE1 (2 of 2)
ENSGACG00000018120,IGFBP4
ENSGACG00000018123,IKZF3
ENSGACG00000018124,MLLT6
ENSGACG00000018126,CISD3
ENSGACG00000018128,PCGF2
ENSGACG00000018135,PIP4K2B
ENSGACG00000018151,psmb3
ENSGACG00000018153,cwc25
ENSGACG00000018154,SP6
ENSGACG00000018155,scrn2
ENSGACG00000018160,PLA2G12B (2 of 2)
ENSGACG00000018165,QPRT
ENSGACG00000018168,ppp1r12c
ENSGACG00000018170,arhgdia (2 of 2)
ENSGACG00000018183,anapc11
ENSGACG00000018184,ppp1r27
ENSGACG00000018185,p4hb
ENSGACG00000018191,si:dkey-237i9.8
ENSGACG00000018193,rptor
ENSGACG00000018197,NPTX1 (2 of 2)
ENSGACG00000018198,ENDOV
ENSGACG00000018202,SEC14L1 (2 of 2)
ENSGACG00000018205,rasal3 (1 of 2)
ENSGACG00000018206,rasal3 (2 of 2)
ENSGACG00000018208,trim25 (1 of 2)
ENSGACG00000018210,trim25 (2 of 2)
ENSGACG00000018212,dgke
ENSGACG00000018215,C17orf67
ENSGACG00000018216,cbx8b
ENSGACG00000018219,CBX4 (2 of 2)
ENSGACG00000018220,card14
ENSGACG00000018222,ccdc40
ENSGACG00000018223,TEX2 (2 of 2)
ENSGACG00000018225,MYADM
ENSGACG00000018226,PRF1 (3 of 5)
ENSGACG00000018228,SMURF2 (2 of 2)
ENSGACG00000018230,CEP95
ENSGACG00000018233,pdcd11 (1 of 2)
ENSGACG00000018238,taf5
ENSGACG00000018244,inab
ENSGACG00000018247,nt5c2b
ENSGACG00000018261,CNNM2
ENSGACG00000018262,as3mt
ENSGACG00000018270,wbp1lb
ENSGACG00000018272,poll
ENSGACG00000018274,dpcd
ENSGACG00000018276,fgf8b
ENSGACG00000018295,cenpk
ENSGACG00000018297,smap1 (2 of 2)
ENSGACG00000018299,zgc:92035
ENSGACG00000018310,krt15
ENSGACG00000018321,zgc:110712
ENSGACG00000018327,HAP1
ENSGACG00000018328,jupa
ENSGACG00000018330,kcnip2
ENSGACG00000018333,C10orf76
ENSGACG00000018336,LDB1 (2 of 2)
ENSGACG00000018339,PPRC1 (2 of 2)
ENSGACG00000018341,si:dkey-93h22.6
ENSGACG00000018345,cant1b
ENSGACG00000018346,grk4
ENSGACG00000018347,htt
ENSGACG00000022694,SCARNA14
ENSGACG00000018356,rgs12b
ENSGACG00000018358,dok7
ENSGACG00000018360,lrpap1
ENSGACG00000018364,adra2c
ENSGACG00000018365,hmx4
ENSGACG00000018366,cpz
ENSGACG00000018376,htra3a
ENSGACG00000018377,pi4k2b
ENSGACG00000018380,RNF38 (2 of 2)
ENSGACG00000018382,chrnb2a
ENSGACG00000018392,chrna6 (2 of 2)
ENSGACG00000018396,chrnb3a
ENSGACG00000018401,sclt1
ENSGACG00000018405,C4orf33
ENSGACG00000018409,pcdhb (2 of 4)
ENSGACG00000018410,pcdh18a
ENSGACG00000018425,PTGDR2 (1 of 3)
ENSGACG00000018426,cabp2a
ENSGACG00000018431,nat8l
ENSGACG00000018434,rtn4rl2a
ENSGACG00000018436,CRYBB1 (2 of 2)
ENSGACG00000018448,cryba1l2
ENSGACG00000018451,unc93b1
ENSGACG00000018452,timm10
ENSGACG00000018454,ctnnd1
ENSGACG00000018459,slc43a3a
ENSGACG00000018465,CCRN4L (1 of 2)
ENSGACG00000018469,ELF2
ENSGACG00000018473,NAA15 (1 of 2)
ENSGACG00000018478,scoca
ENSGACG00000018479,clgn
ENSGACG00000018481,exosc9
ENSGACG00000018491,slc47a2 (1 of 2)
ENSGACG00000018494,FRMPD1
ENSGACG00000018497,AXIN2 (2 of 2)
ENSGACG00000018500,PRF1 (4 of 5)
ENSGACG00000018504,PRF1 (5 of 5)
ENSGACG00000018506,KPNA2 (2 of 2)
